"","sample","Cell_A","Cell_A_num","Cell_A_count","Cell_B","Cell_B_num","Cell_B_count ","original_CLQ","percentile","significant"
"187","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","294","PanCK-Vim+MUC1-","7","765","25.2954559601618","1",TRUE
"188","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","294","PanCK-Vim-MUC1+","8","12","13.9920634920635","0.294",FALSE
"189","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","294","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","52","33.9038461538462","1",TRUE
"190","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","294","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","2","0","0.002",TRUE
"191","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","294","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","294","115.900130017877","1",TRUE
"192","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","294","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","33.3482898933245","1",TRUE
"193","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","294","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","19.8756520275955","0.932",FALSE
"194","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","294","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","13.4084677614688","0",TRUE
"195","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","294","CD90+PDGFRb-PDPN-CAV1-","15","38","24.3020050125313","0.952",TRUE
"196","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","294","CD90-PDGFRb+PDPN-CAV1-","16","1","0","0.002",TRUE
"197","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","294","CD90-PDGFRb-PDPN+CAV1-","17","30","25.1857142857143","0.95",TRUE
"198","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","294","CD90-PDGFRb-PDPN-CAV1+","18","35","35.9795918367347","1",TRUE
"199","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","PanCK+Vim+MUC1+","1","15","5.70023094688222","0.01",TRUE
"200","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","PanCK+Vim+MUC1-","2","2198","13.3558641385093","0",TRUE
"201","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","PanCK+Vim-MUC1+","3","9","9.50038491147036","0.2",FALSE
"202","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","PanCK+Vim-MUC1-","4","1916","12.5101623860333","0",TRUE
"203","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","PanCK-Vim-MUC1-","5","446","15.7842717923756","0.128",FALSE
"204","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","PanCK-Vim+MUC1+","6","9","0","0.002",TRUE
"205","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","PanCK-Vim+MUC1-","7","765","16.8026415493064","0.336",FALSE
"206","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","PanCK-Vim-MUC1+","8","12","9.50038491147036","0.164",FALSE
"207","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","52","18.0872712737609","0.604",FALSE
"208","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","2","0","0.002",TRUE
"209","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","294","34.0268888155724","1",TRUE
"210","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","47.6338743477889","1",TRUE
"211","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","6.34478002921519","0",TRUE
"212","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","17.4689173219559","0.8",FALSE
"213","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","CD90+PDGFRb-PDPN-CAV1-","15","38","30.7512458976541","1",TRUE
"214","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","CD90-PDGFRb+PDPN-CAV1-","16","1","0","0.002",TRUE
"215","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","CD90-PDGFRb-PDPN+CAV1-","17","30","14.2505773672055","0.31",FALSE
"216","lepidic_58.6","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","CD90-PDGFRb-PDPN-CAV1+","18","35","13.8434180138568","0.228",FALSE
"217","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","PanCK+Vim+MUC1+","1","15","8.72155477031802","0.17",FALSE
"218","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","PanCK+Vim+MUC1-","2","2198","4.24570682631496","0",TRUE
"219","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","PanCK+Vim-MUC1+","3","9","9.69061641146447","0.16",FALSE
"220","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","PanCK+Vim-MUC1-","4","1916","4.05124412608718","0",TRUE
"221","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","PanCK-Vim-MUC1-","5","446","25.5193474781727","1",TRUE
"222","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","PanCK-Vim+MUC1+","6","9","43.6077738515901","0.992",TRUE
"223","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","PanCK-Vim+MUC1-","7","765","26.734700570452","1",TRUE
"224","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","PanCK-Vim-MUC1+","8","12","39.9737926972909","0.998",TRUE
"225","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","52","38.5761076379451","1",TRUE
"226","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","2","0","0.002",TRUE
"227","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","294","22.100538448595","1",TRUE
"228","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","7.04975558801688","0",TRUE
"229","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","152.781845976493","1",TRUE
"230","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","12.5544252288911","0",TRUE
"231","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","CD90+PDGFRb-PDPN-CAV1-","15","38","21.8038869257951","0.828",FALSE
"232","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","CD90-PDGFRb+PDPN-CAV1-","16","1","0","0.002",TRUE
"233","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","CD90-PDGFRb-PDPN+CAV1-","17","30","30.5254416961131","0.988",TRUE
"234","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","CD90-PDGFRb-PDPN-CAV1+","18","35","43.6077738515901","1",TRUE
"235","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","PanCK+Vim+MUC1+","1","15","8.7880976602238","0",TRUE
"236","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","PanCK+Vim+MUC1-","2","2198","15.0533156008838","0",TRUE
"237","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","PanCK+Vim-MUC1+","3","9","16.0417655702498","0.418",FALSE
"238","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","PanCK+Vim-MUC1-","4","1916","13.7469645773558","0",TRUE
"239","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","PanCK-Vim-MUC1-","5","446","15.6789570683685","0.004",TRUE
"240","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","PanCK-Vim+MUC1+","6","9","13.9493613654346","0.164",FALSE
"241","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","PanCK-Vim+MUC1-","7","765","13.2518932971629","0",TRUE
"242","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","PanCK-Vim-MUC1+","8","12","9.93891997287216","0.002",TRUE
"243","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","52","13.3994346192973","0.008",TRUE
"244","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","2","0","0.002",TRUE
"245","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","294","14.048999660902","0",TRUE
"246","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","17.4689173219559","0.794",FALSE
"247","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","11.8889963298333","0",TRUE
"248","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","26.5942977176893","1",TRUE
"249","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","CD90+PDGFRb-PDPN-CAV1-","15","38","11.7284762006746","0",TRUE
"250","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","CD90-PDGFRb+PDPN-CAV1-","16","1","0","0.002",TRUE
"251","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","CD90-PDGFRb-PDPN+CAV1-","17","30","18.4131570023737","0.75",FALSE
"252","lepidic_58.6","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","CD90-PDGFRb-PDPN-CAV1+","18","35","8.4293997965412","0",TRUE
"253","lepidic_58.6","CD90+PDGFRb-PDPN-CAV1-","15","38","PanCK+Vim+MUC1+","1","15","0","0.002",TRUE
"254","lepidic_58.6","CD90+PDGFRb-PDPN-CAV1-","15","38","PanCK+Vim+MUC1-","2","2198","13.1501005698961","0",TRUE
"255","lepidic_58.6","CD90+PDGFRb-PDPN-CAV1-","15","38","PanCK+Vim-MUC1+","3","9","0","0.002",TRUE
"256","lepidic_58.6","CD90+PDGFRb-PDPN-CAV1-","15","38","PanCK+Vim-MUC1-","4","1916","16.4415586199319","0.292",FALSE
"257","lepidic_58.6","CD90+PDGFRb-PDPN-CAV1-","15","38","PanCK-Vim-MUC1-","5","446","16.7478758555582","0.442",FALSE
"258","lepidic_58.6","CD90+PDGFRb-PDPN-CAV1-","15","38","PanCK-Vim+MUC1+","6","9","0","0.002",TRUE
"259","lepidic_58.6","CD90+PDGFRb-PDPN-CAV1-","15","38","PanCK-Vim+MUC1-","7","765","16.1320261437908","0.396",FALSE
"260","lepidic_58.6","CD90+PDGFRb-PDPN-CAV1-","15","38","PanCK-Vim-MUC1+","8","12","0","0.002",TRUE
"261","lepidic_58.6","CD90+PDGFRb-PDPN-CAV1-","15","38","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","52","0","0.002",TRUE
"262","lepidic_58.6","CD90+PDGFRb-PDPN-CAV1-","15","38","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","2","0","0.002",TRUE
"263","lepidic_58.6","CD90+PDGFRb-PDPN-CAV1-","15","38","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","294","28.7205513784461","0.988",TRUE
"264","lepidic_58.6","CD90+PDGFRb-PDPN-CAV1-","15","38","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","32.2513066731494","1",TRUE
"265","lepidic_58.6","CD90+PDGFRb-PDPN-CAV1-","15","38","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","13.7708759531337","0.264",FALSE
"266","lepidic_58.6","CD90+PDGFRb-PDPN-CAV1-","15","38","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","12.0588558119612","0",TRUE
"267","lepidic_58.6","CD90+PDGFRb-PDPN-CAV1-","15","38","CD90+PDGFRb-PDPN-CAV1-","15","38","70.2190611664296","0.988",TRUE
"268","lepidic_58.6","CD90+PDGFRb-PDPN-CAV1-","15","38","CD90-PDGFRb+PDPN-CAV1-","16","1","0","0.002",TRUE
"269","lepidic_58.6","CD90+PDGFRb-PDPN-CAV1-","15","38","CD90-PDGFRb-PDPN+CAV1-","17","30","10.8254385964912","0.554",FALSE
"270","lepidic_58.6","CD90+PDGFRb-PDPN-CAV1-","15","38","CD90-PDGFRb-PDPN-CAV1+","18","35","64.9526315789474","0.996",TRUE
"271","lepidic_58.6","CD90-PDGFRb+PDPN-CAV1-","16","1","PanCK+Vim+MUC1+","1","15","0","0.002",TRUE
"272","lepidic_58.6","CD90-PDGFRb+PDPN-CAV1-","16","1","PanCK+Vim+MUC1-","2","2198","0","0.002",TRUE
"273","lepidic_58.6","CD90-PDGFRb+PDPN-CAV1-","16","1","PanCK+Vim-MUC1+","3","9","0","0.002",TRUE
"274","lepidic_58.6","CD90-PDGFRb+PDPN-CAV1-","16","1","PanCK+Vim-MUC1-","4","1916","0","0.002",TRUE
"275","lepidic_58.6","CD90-PDGFRb+PDPN-CAV1-","16","1","PanCK-Vim-MUC1-","5","446","0","0.002",TRUE
"276","lepidic_58.6","CD90-PDGFRb+PDPN-CAV1-","16","1","PanCK-Vim+MUC1+","6","9","0","0.002",TRUE
"277","lepidic_58.6","CD90-PDGFRb+PDPN-CAV1-","16","1","PanCK-Vim+MUC1-","7","765","0","0.002",TRUE
"278","lepidic_58.6","CD90-PDGFRb+PDPN-CAV1-","16","1","PanCK-Vim-MUC1+","8","12","0","0.002",TRUE
"279","lepidic_58.6","CD90-PDGFRb+PDPN-CAV1-","16","1","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","52","0","0.002",TRUE
"280","lepidic_58.6","CD90-PDGFRb+PDPN-CAV1-","16","1","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","2","0","0.002",TRUE
"281","lepidic_58.6","CD90-PDGFRb+PDPN-CAV1-","16","1","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","294","0","0.002",TRUE
"282","lepidic_58.6","CD90-PDGFRb+PDPN-CAV1-","16","1","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","0","0.002",TRUE
"283","lepidic_58.6","CD90-PDGFRb+PDPN-CAV1-","16","1","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","0","0.002",TRUE
"284","lepidic_58.6","CD90-PDGFRb+PDPN-CAV1-","16","1","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","0","0.002",TRUE
"285","lepidic_58.6","CD90-PDGFRb+PDPN-CAV1-","16","1","CD90+PDGFRb-PDPN-CAV1-","15","38","0","0.002",TRUE
"286","lepidic_58.6","CD90-PDGFRb+PDPN-CAV1-","16","1","CD90-PDGFRb+PDPN-CAV1-","16","1","0","0.002",TRUE
"287","lepidic_58.6","CD90-PDGFRb+PDPN-CAV1-","16","1","CD90-PDGFRb-PDPN+CAV1-","17","30","0","0.002",TRUE
"288","lepidic_58.6","CD90-PDGFRb+PDPN-CAV1-","16","1","CD90-PDGFRb-PDPN-CAV1+","18","35","0","0.002",TRUE
"289","lepidic_58.6","CD90-PDGFRb-PDPN+CAV1-","17","30","PanCK+Vim+MUC1+","1","15","0","0.002",TRUE
"290","lepidic_58.6","CD90-PDGFRb-PDPN+CAV1-","17","30","PanCK+Vim+MUC1-","2","2198","11.7907643312102","0",TRUE
"291","lepidic_58.6","CD90-PDGFRb-PDPN+CAV1-","17","30","PanCK+Vim-MUC1+","3","9","0","0.002",TRUE
"292","lepidic_58.6","CD90-PDGFRb-PDPN+CAV1-","17","30","PanCK+Vim-MUC1-","4","1916","12.2379436325679","0.006",TRUE
"293","lepidic_58.6","CD90-PDGFRb-PDPN+CAV1-","17","30","PanCK-Vim-MUC1-","5","446","11.9905082212257","0.11",FALSE
"294","lepidic_58.6","CD90-PDGFRb-PDPN+CAV1-","17","30","PanCK-Vim+MUC1+","6","9","137.122222222222","1",TRUE
"295","lepidic_58.6","CD90-PDGFRb-PDPN+CAV1-","17","30","PanCK-Vim+MUC1-","7","765","9.67921568627451","0.006",TRUE
"296","lepidic_58.6","CD90-PDGFRb-PDPN+CAV1-","17","30","PanCK-Vim-MUC1+","8","12","0","0.002",TRUE
"297","lepidic_58.6","CD90-PDGFRb-PDPN+CAV1-","17","30","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","52","7.91089743589744","0.134",FALSE
"298","lepidic_58.6","CD90-PDGFRb-PDPN+CAV1-","17","30","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","2","0","0.002",TRUE
"299","lepidic_58.6","CD90-PDGFRb-PDPN+CAV1-","17","30","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","294","22.3873015873016","0.874",FALSE
"300","lepidic_58.6","CD90-PDGFRb-PDPN+CAV1-","17","30","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","14.2505773672055","0.288",FALSE
"301","lepidic_58.6","CD90-PDGFRb-PDPN+CAV1-","17","30","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","27.6182567726737","0.984",TRUE
"302","lepidic_58.6","CD90-PDGFRb-PDPN+CAV1-","17","30","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","17.3669548999661","0.554",FALSE
"303","lepidic_58.6","CD90-PDGFRb-PDPN+CAV1-","17","30","CD90+PDGFRb-PDPN-CAV1-","15","38","10.8254385964912","0.558",FALSE
"304","lepidic_58.6","CD90-PDGFRb-PDPN+CAV1-","17","30","CD90-PDGFRb+PDPN-CAV1-","16","1","0","0.002",TRUE
"305","lepidic_58.6","CD90-PDGFRb-PDPN+CAV1-","17","30","CD90-PDGFRb-PDPN+CAV1-","17","30","198.590804597701","1",TRUE
"306","lepidic_58.6","CD90-PDGFRb-PDPN+CAV1-","17","30","CD90-PDGFRb-PDPN-CAV1+","18","35","23.5066666666667","0.576",FALSE
"307","lepidic_58.6","CD90-PDGFRb-PDPN-CAV1+","18","35","PanCK+Vim+MUC1+","1","15","0","0.002",TRUE
"308","lepidic_58.6","CD90-PDGFRb-PDPN-CAV1+","18","35","PanCK+Vim+MUC1-","2","2198","12.5126478616924","0.004",TRUE
"309","lepidic_58.6","CD90-PDGFRb-PDPN-CAV1+","18","35","PanCK+Vim-MUC1+","3","9","39.1777777777778","0.674",FALSE
"310","lepidic_58.6","CD90-PDGFRb-PDPN-CAV1+","18","35","PanCK+Vim-MUC1-","4","1916","9.7535490605428","0",TRUE
"311","lepidic_58.6","CD90-PDGFRb-PDPN-CAV1+","18","35","PanCK-Vim-MUC1-","5","446","27.670403587444","1",TRUE
"312","lepidic_58.6","CD90-PDGFRb-PDPN-CAV1+","18","35","PanCK-Vim+MUC1+","6","9","0","0.002",TRUE
"313","lepidic_58.6","CD90-PDGFRb-PDPN-CAV1+","18","35","PanCK-Vim+MUC1-","7","765","33.6467973856209","1",TRUE
"314","lepidic_58.6","CD90-PDGFRb-PDPN-CAV1+","18","35","PanCK-Vim-MUC1+","8","12","0","0.002",TRUE
"315","lepidic_58.6","CD90-PDGFRb-PDPN-CAV1+","18","35","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","52","20.3423076923077","0.496",FALSE
"316","lepidic_58.6","CD90-PDGFRb-PDPN-CAV1+","18","35","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","2","0","0.002",TRUE
"317","lepidic_58.6","CD90-PDGFRb-PDPN-CAV1+","18","35","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","294","38.378231292517","1",TRUE
"318","lepidic_58.6","CD90-PDGFRb-PDPN-CAV1+","18","35","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","433","15.4720554272517","0.386",FALSE
"319","lepidic_58.6","CD90-PDGFRb-PDPN-CAV1+","18","35","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","283","39.869964664311","1",TRUE
"320","lepidic_58.6","CD90-PDGFRb-PDPN-CAV1+","18","35","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","1966","8.96744659206511","0",TRUE
"321","lepidic_58.6","CD90-PDGFRb-PDPN-CAV1+","18","35","CD90+PDGFRb-PDPN-CAV1-","15","38","83.5105263157895","1",TRUE
"322","lepidic_58.6","CD90-PDGFRb-PDPN-CAV1+","18","35","CD90-PDGFRb+PDPN-CAV1-","16","1","0","0.002",TRUE
"323","lepidic_58.6","CD90-PDGFRb-PDPN-CAV1+","18","35","CD90-PDGFRb-PDPN+CAV1-","17","30","11.7533333333333","0.562",FALSE
"324","lepidic_58.6","CD90-PDGFRb-PDPN-CAV1+","18","35","CD90-PDGFRb-PDPN-CAV1+","18","35","155.558823529412","1",TRUE
