"","sample","Cell_A","Cell_A_num","Cell_A_count","Cell_B","Cell_B_num","Cell_B_count ","original_CLQ","percentile","significant"
"90","TAFs1","PanCK-Vim-MUC1-","5","518","CD90-PDGFRb-PDPN-CAV1+","18","107","15.98641431819","0.006",TRUE
"91","TAFs1","PanCK-Vim+MUC1+","6","12","PanCK+Vim+MUC1+","1","69","5.54468599033816","0.14",FALSE
"92","TAFs1","PanCK-Vim+MUC1+","6","12","PanCK+Vim+MUC1-","2","65","5.88589743589744","0.046",TRUE
"93","TAFs1","PanCK-Vim+MUC1+","6","12","PanCK+Vim-MUC1+","3","955","8.41282722513089","0",TRUE
"94","TAFs1","PanCK-Vim+MUC1+","6","12","PanCK+Vim-MUC1-","4","358","5.3433426443203","0",TRUE
"95","TAFs1","PanCK-Vim+MUC1+","6","12","PanCK-Vim-MUC1-","5","518","15.5101351351351","0.146",FALSE
"96","TAFs1","PanCK-Vim+MUC1+","6","12","PanCK-Vim+MUC1+","6","12","1043.40909090909","1",TRUE
"97","TAFs1","PanCK-Vim+MUC1+","6","12","PanCK-Vim+MUC1-","7","170","51.7612745098039","1",TRUE
"98","TAFs1","PanCK-Vim+MUC1+","6","12","PanCK-Vim-MUC1+","8","105","109.309523809524","1",TRUE
"99","TAFs1","PanCK-Vim+MUC1+","6","12","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","807","14.2224287484511","0.012",TRUE
"100","TAFs1","PanCK-Vim+MUC1+","6","12","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","41","0","0.002",TRUE
"101","TAFs1","PanCK-Vim+MUC1+","6","12","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","59","19.4533898305085","0.352",FALSE
"102","TAFs1","PanCK-Vim+MUC1+","6","12","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","255","88.5192810457516","1",TRUE
"103","TAFs1","PanCK-Vim+MUC1+","6","12","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","14","81.9821428571429","0.982",TRUE
"104","TAFs1","PanCK-Vim+MUC1+","6","12","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","72","31.8819444444444","0.91",FALSE
"105","TAFs1","PanCK-Vim+MUC1+","6","12","CD90+PDGFRb-PDPN-CAV1-","15","358","3.20600558659218","0",TRUE
"106","TAFs1","PanCK-Vim+MUC1+","6","12","CD90-PDGFRb+PDPN-CAV1-","16","145","0","0",TRUE
"107","TAFs1","PanCK-Vim+MUC1+","6","12","CD90-PDGFRb-PDPN+CAV1-","17","482","1.58748271092669","0",TRUE
