"","Cell_A","Cell_B","lepidic_58.6"
"270","CD90+PDGFRb-PDPN-CAV1-","CD90-PDGFRb-PDPN-CAV1+",0.970652364076895
"271","CD90-PDGFRb+PDPN-CAV1-","PanCK+Vim+MUC1+",NA
"272","CD90-PDGFRb+PDPN-CAV1-","PanCK+Vim+MUC1-",NA
"273","CD90-PDGFRb+PDPN-CAV1-","PanCK+Vim-MUC1+",NA
"274","CD90-PDGFRb+PDPN-CAV1-","PanCK+Vim-MUC1-",NA
"275","CD90-PDGFRb+PDPN-CAV1-","PanCK-Vim-MUC1-",NA
"276","CD90-PDGFRb+PDPN-CAV1-","PanCK-Vim+MUC1+",NA
"277","CD90-PDGFRb+PDPN-CAV1-","PanCK-Vim+MUC1-",NA
"278","CD90-PDGFRb+PDPN-CAV1-","PanCK-Vim-MUC1+",NA
"279","CD90-PDGFRb+PDPN-CAV1-","aSMA+CD90+PDGFRb+PDPN+CAV1+",NA
"280","CD90-PDGFRb+PDPN-CAV1-","aSMA+CD90+PDGFRb-PDPN+CAV1+",NA
"281","CD90-PDGFRb+PDPN-CAV1-","aSMA+CD90+PDGFRb-PDPN-CAV1+",NA
"282","CD90-PDGFRb+PDPN-CAV1-","aSMA+CD90+PDGFRb-PDPN-CAV1-",NA
"283","CD90-PDGFRb+PDPN-CAV1-","aSMA+CD90-PDGFRb-PDPN-CAV1+",NA
"284","CD90-PDGFRb+PDPN-CAV1-","aSMA+CD90-PDGFRb-PDPN-CAV1-",NA
"285","CD90-PDGFRb+PDPN-CAV1-","CD90+PDGFRb-PDPN-CAV1-",NA
"286","CD90-PDGFRb+PDPN-CAV1-","CD90-PDGFRb+PDPN-CAV1-",NA
"287","CD90-PDGFRb+PDPN-CAV1-","CD90-PDGFRb-PDPN+CAV1-",NA
"288","CD90-PDGFRb+PDPN-CAV1-","CD90-PDGFRb-PDPN-CAV1+",NA
"289","CD90-PDGFRb-PDPN+CAV1-","PanCK+Vim+MUC1+",-0.730311667369816
"290","CD90-PDGFRb-PDPN+CAV1-","PanCK+Vim+MUC1-",-0.421537941916114
"291","CD90-PDGFRb-PDPN+CAV1-","PanCK+Vim-MUC1+",-0.730311667369816
"292","CD90-PDGFRb-PDPN+CAV1-","PanCK+Vim-MUC1-",-0.409827316977193
"293","CD90-PDGFRb-PDPN+CAV1-","PanCK-Vim-MUC1-",-0.41630709654221
"294","CD90-PDGFRb-PDPN+CAV1-","PanCK-Vim+MUC1+",2.86061239901768
"295","CD90-PDGFRb-PDPN+CAV1-","PanCK-Vim+MUC1-",-0.476834674448345
"296","CD90-PDGFRb-PDPN+CAV1-","PanCK-Vim-MUC1+",-0.730311667369816
"297","CD90-PDGFRb-PDPN+CAV1-","aSMA+CD90+PDGFRb+PDPN+CAV1+",-0.523142971232076
"298","CD90-PDGFRb-PDPN+CAV1-","aSMA+CD90+PDGFRb-PDPN+CAV1+",NA
"299","CD90-PDGFRb-PDPN+CAV1-","aSMA+CD90+PDGFRb-PDPN-CAV1+",-0.144038350408591
"300","CD90-PDGFRb-PDPN+CAV1-","aSMA+CD90+PDGFRb-PDPN-CAV1-",-0.357120944535089
"301","CD90-PDGFRb-PDPN+CAV1-","aSMA+CD90-PDGFRb-PDPN-CAV1+",-0.00705134304441974
"302","CD90-PDGFRb-PDPN+CAV1-","aSMA+CD90-PDGFRb-PDPN-CAV1-",-0.275509992634064
"303","CD90-PDGFRb-PDPN+CAV1-","CD90+PDGFRb-PDPN-CAV1-",-0.446817662128698
"304","CD90-PDGFRb-PDPN+CAV1-","CD90-PDGFRb+PDPN-CAV1-",NA
"305","CD90-PDGFRb-PDPN+CAV1-","CD90-PDGFRb-PDPN+CAV1-",3.34342571886811
"306","CD90-PDGFRb-PDPN+CAV1-","CD90-PDGFRb-PDPN-CAV1+",-0.11472468456053
"307","CD90-PDGFRb-PDPN-CAV1+","PanCK+Vim+MUC1+",-0.730311667369816
"308","CD90-PDGFRb-PDPN-CAV1+","PanCK+Vim+MUC1-",-0.402633428112827
"309","CD90-PDGFRb-PDPN-CAV1+","PanCK+Vim-MUC1+",0.295666637312327
"310","CD90-PDGFRb-PDPN-CAV1+","PanCK+Vim-MUC1-",-0.474888049763667
"311","CD90-PDGFRb-PDPN-CAV1+","PanCK-Vim-MUC1-",-0.00568573469072305
"312","CD90-PDGFRb-PDPN-CAV1+","PanCK-Vim+MUC1+",-0.730311667369816
"313","CD90-PDGFRb-PDPN-CAV1+","PanCK-Vim+MUC1-",0.1508226413572
"314","CD90-PDGFRb-PDPN-CAV1+","PanCK-Vim-MUC1+",-0.730311667369816
"315","CD90-PDGFRb-PDPN-CAV1+","aSMA+CD90+PDGFRb+PDPN+CAV1+",-0.197592163015627
"316","CD90-PDGFRb-PDPN-CAV1+","aSMA+CD90+PDGFRb-PDPN+CAV1+",NA
"317","CD90-PDGFRb-PDPN-CAV1+","aSMA+CD90+PDGFRb-PDPN-CAV1+",0.274728304563711
"318","CD90-PDGFRb-PDPN-CAV1+","aSMA+CD90+PDGFRb-PDPN-CAV1-",-0.325133168292112
"319","CD90-PDGFRb-PDPN-CAV1+","aSMA+CD90-PDGFRb-PDPN-CAV1+",0.31379346248339
"320","CD90-PDGFRb-PDPN-CAV1+","aSMA+CD90-PDGFRb-PDPN-CAV1-",-0.495474313805745
"321","CD90-PDGFRb-PDPN-CAV1+","CD90+PDGFRb-PDPN-CAV1-",1.45664208734738
"322","CD90-PDGFRb-PDPN-CAV1+","CD90-PDGFRb+PDPN-CAV1-",NA
"323","CD90-PDGFRb-PDPN-CAV1+","CD90-PDGFRb-PDPN+CAV1-",-0.422518175965174
"324","CD90-PDGFRb-PDPN-CAV1+","CD90-PDGFRb-PDPN-CAV1+",3.34342571886811
