"","Cell_A","Cell_B","TAFs1"
"232","aSMA+CD90-PDGFRb-PDPN-CAV1+","CD90-PDGFRb+PDPN-CAV1-",-1.14503747085109
"233","aSMA+CD90-PDGFRb-PDPN-CAV1+","CD90-PDGFRb-PDPN+CAV1-",-1.07247137198109
"234","aSMA+CD90-PDGFRb-PDPN-CAV1+","CD90-PDGFRb-PDPN-CAV1+",-1.09391941128019
"235","aSMA+CD90-PDGFRb-PDPN-CAV1-","PanCK+Vim+MUC1+",-0.93608444155883
"236","aSMA+CD90-PDGFRb-PDPN-CAV1-","PanCK+Vim+MUC1-",-1.03923711453723
"237","aSMA+CD90-PDGFRb-PDPN-CAV1-","PanCK+Vim-MUC1+",-0.451829684546835
"238","aSMA+CD90-PDGFRb-PDPN-CAV1-","PanCK+Vim-MUC1-",-0.597486778235508
"239","aSMA+CD90-PDGFRb-PDPN-CAV1-","PanCK-Vim-MUC1-",-0.670053886603102
"240","aSMA+CD90-PDGFRb-PDPN-CAV1-","PanCK-Vim+MUC1+",1.41652038075558
"241","aSMA+CD90-PDGFRb-PDPN-CAV1-","PanCK-Vim+MUC1-",0.167218025847148
"242","aSMA+CD90-PDGFRb-PDPN-CAV1-","PanCK-Vim-MUC1+",-0.477326501207518
"243","aSMA+CD90-PDGFRb-PDPN-CAV1-","aSMA+CD90+PDGFRb+PDPN+CAV1+",0.999129804008537
"244","aSMA+CD90-PDGFRb-PDPN-CAV1-","aSMA+CD90+PDGFRb-PDPN+CAV1+",-0.398141265724742
"245","aSMA+CD90-PDGFRb-PDPN-CAV1-","aSMA+CD90+PDGFRb-PDPN-CAV1+",2.28778165817202
"246","aSMA+CD90-PDGFRb-PDPN-CAV1-","aSMA+CD90+PDGFRb-PDPN-CAV1-",1.32103230267341
"247","aSMA+CD90-PDGFRb-PDPN-CAV1-","aSMA+CD90-PDGFRb-PDPN-CAV1+",2.8043449843208
"248","aSMA+CD90-PDGFRb-PDPN-CAV1-","aSMA+CD90-PDGFRb-PDPN-CAV1-",2.8043449843208
"249","aSMA+CD90-PDGFRb-PDPN-CAV1-","CD90+PDGFRb-PDPN-CAV1-",-0.665502029383422
"250","aSMA+CD90-PDGFRb-PDPN-CAV1-","CD90-PDGFRb+PDPN-CAV1-",-0.561290156072876
"251","aSMA+CD90-PDGFRb-PDPN-CAV1-","CD90-PDGFRb-PDPN+CAV1-",-0.724862504451659
"252","aSMA+CD90-PDGFRb-PDPN-CAV1-","CD90-PDGFRb-PDPN-CAV1+",-0.757990057813533
"253","CD90+PDGFRb-PDPN-CAV1-","PanCK+Vim+MUC1+",0.41436329862444
"254","CD90+PDGFRb-PDPN-CAV1-","PanCK+Vim+MUC1-",0.230380906890548
"255","CD90+PDGFRb-PDPN-CAV1-","PanCK+Vim-MUC1+",-0.0770929517824827
"256","CD90+PDGFRb-PDPN-CAV1-","PanCK+Vim-MUC1-",0.199760890946173
"257","CD90+PDGFRb-PDPN-CAV1-","PanCK-Vim-MUC1-",0.0723802866414981
"258","CD90+PDGFRb-PDPN-CAV1-","PanCK-Vim+MUC1+",-0.744853155722658
"259","CD90+PDGFRb-PDPN-CAV1-","PanCK-Vim+MUC1-",-0.37677062009864
"260","CD90+PDGFRb-PDPN-CAV1-","PanCK-Vim-MUC1+",-0.224050661218609
"261","CD90+PDGFRb-PDPN-CAV1-","aSMA+CD90+PDGFRb+PDPN+CAV1+",-0.941060720372411
"262","CD90+PDGFRb-PDPN-CAV1-","aSMA+CD90+PDGFRb-PDPN+CAV1+",0.22394944599401
"263","CD90+PDGFRb-PDPN-CAV1-","aSMA+CD90+PDGFRb-PDPN-CAV1+",-0.929301294428873
"264","CD90+PDGFRb-PDPN-CAV1-","aSMA+CD90+PDGFRb-PDPN-CAV1-",-0.203931864240404
"265","CD90+PDGFRb-PDPN-CAV1-","aSMA+CD90-PDGFRb-PDPN-CAV1+",-0.99748123141492
